platform;kind;username;url;sources_count;matched_terms;is_mutual_related;source_pages
telegram;community;tatmitropolia;https://t.me/tatmitropolia;1;-;NO;https://yandex.ru/maps/
telegram;community;tatusadba;https://t.me/tatusadba;1;-;NO;https://yandex.ru/maps/
telegram;community;teatr_kukol_ekiyat;https://t.me/teatr_kukol_ekiyat;1;-;NO;https://yandex.ru/maps/
telegram;community;Terra_et_Silva;https://t.me/Terra_et_Silva;1;-;NO;https://yandex.ru/maps/
telegram;community;terra_et_silva;https://t.me/terra_et_silva;1;-;NO;https://yandex.ru/maps/
telegram;community;tiktok;https://t.me/tiktok;1;-;NO;https://play.google.com/store/apps/details?id=com.instagram.android&hl=en-US
telegram;community;tiktok_us;https://t.me/tiktok_us;1;-;NO;https://play.google.com/store/apps/details?id=com.instagram.android&hl=en-US
telegram;community;tseh_kauma;https://t.me/tseh_kauma;1;-;NO;https://yandex.ru/maps/
telegram;community;tseh_kzn;https://t.me/tseh_kzn;1;-;NO;https://yandex.ru/maps/
telegram;community;UCcD_QM_ojDsuT99vDqjLv9Q;https://t.me/UCcD_QM_ojDsuT99vDqjLv9Q;1;-;NO;https://yandex.ru/maps/
telegram;community;UCojxUjb6z0qqAEycsBRDJbQ;https://t.me/UCojxUjb6z0qqAEycsBRDJbQ;1;-;NO;https://yandex.ru/maps/
telegram;community;UCyVrm9176fC_FHCre1n9P9A;https://t.me/UCyVrm9176fC_FHCre1n9P9A;1;-;NO;https://yandex.ru/maps/
telegram;community;user;https://t.me/user;1;-;NO;https://www.icloud.com/ru-ru/find
telegram;community;utkavkotelke;https://t.me/utkavkotelke;1;-;NO;https://yandex.ru/maps/
telegram;community;vsvoemdome;https://t.me/vsvoemdome;1;-;NO;https://iklife.ru/socialnye-seti/instagram/chto-takoe-instagram-i-zachem-on-nuzhen
telegram;community;webp;https://t.me/webp;1;-;NO;https://www.rustore.ru/catalog/app/video.like.rustore
telegram;community;wrapped;https://t.me/wrapped;1;-;NO;https://www.mathway.com/Calculator/math-calculator
telegram;community;yandex;https://t.me/yandex;1;-;NO;https://yandex.ru/maps/
telegram;community;yandex360blog;https://t.me/yandex360blog;1;-;NO;https://360.yandex.ru/telemost/
telegram;community;yandex_360;https://t.me/yandex_360;1;-;NO;https://360.yandex.ru/telemost/
telegram;community;yandexmaps;https://t.me/yandexmaps;1;-;NO;https://yandex.ru/maps/
telegram;community;zachleat;https://t.me/zachleat;1;-;NO;https://ya.ru/
telegram;community;zaitsev_kzn;https://t.me/zaitsev_kzn;1;-;NO;https://yandex.ru/maps/
telegram;community;zaitsevkzn;https://t.me/zaitsevkzn;1;-;NO;https://yandex.ru/maps/
telegram;community;zerobar;https://t.me/zerobar;1;-;NO;https://yandex.ru/maps/
telegram;community;zerobarkzn;https://t.me/zerobarkzn;1;-;NO;https://yandex.ru/maps/
